Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Mar 15, 2020;Mar 16, 2020;1,216,768.50;1,254,253.75;37,485.25;422,213.25
Mar 16, 2020;Mar 17, 2020;1,418,329.50;1,451,022.50;32,693.00;1,022,493.25
Mar 17, 2020;Mar 18, 2020;1,447,366.00;1,481,475.00;34,109.00;1,037,284.25
Mar 18, 2020;Mar 19, 2020;1,447,226.00;1,484,001.25;36,775.25;904,415.75
Mar 19, 2020;Mar 20, 2020;1,390,322.25;1,425,766.75;35,444.50;1,179,380.50
Mar 20, 2020;Mar 21, 2020;1,369,465.75;1,392,699.50;23,233.75;1,019,838.25
Mar 21, 2020;Mar 22, 2020;1,254,815.50;1,291,010.50;36,195.00;487,330.50
Mar 22, 2020;Mar 23, 2020;1,175,213.25;1,216,161.75;40,948.50;374,680.75
Mar 23, 2020;Mar 24, 2020;1,384,922.00;1,427,102.25;42,180.25;666,770.00
Mar 24, 2020;Mar 25, 2020;1,391,929.25;1,426,776.50;34,847.25;736,351.75
Mar 25, 2020;Mar 26, 2020;1,386,121.75;1,425,121.00;38,999.25;726,908.25
Mar 26, 2020;Mar 27, 2020;1,369,013.25;1,401,860.75;32,847.50;723,968.00
Mar 27, 2020;Mar 28, 2020;1,328,514.25;1,362,163.25;33,649.00;716,970.75
Mar 28, 2020;Mar 29, 2020;1,168,693.00;1,209,733.50;41,040.50;571,394.25
Mar 29, 2020;Mar 30, 2020;1,130,884.25;1,165,043.25;34,159.00;415,725.75
Mar 30, 2020;Mar 31, 2020;1,346,610.25;1,377,123.25;30,513.00;869,363.75
Mar 31, 2020;Apr 1, 2020;1,352,129.25;1,392,941.25;40,812.00;1,028,609.25
Apr 1, 2020;Apr 2, 2020;1,392,330.50;1,434,211.00;41,880.50;880,475.00
Apr 2, 2020;Apr 3, 2020;1,385,728.75;1,412,830.50;27,101.75;726,074.50
Apr 3, 2020;Apr 4, 2020;1,371,881.50;1,412,129.25;40,247.75;776,904.00
Apr 4, 2020;Apr 5, 2020;1,142,473.50;1,184,798.00;42,324.50;773,396.75
Apr 5, 2020;Apr 6, 2020;1,095,905.00;1,135,869.75;39,964.75;356,908.25
Apr 6, 2020;Apr 7, 2020;1,289,751.00;1,336,652.50;46,901.50;647,289.00
Apr 7, 2020;Apr 8, 2020;1,287,449.00;1,334,909.50;47,460.50;895,722.00
Apr 8, 2020;Apr 9, 2020;1,268,311.25;1,306,148.00;37,836.75;881,802.00
Apr 9, 2020;Apr 10, 2020;1,256,867.25;1,302,491.00;45,623.75;881,064.25
Apr 10, 2020;Apr 11, 2020;1,035,154.25;1,071,000.75;35,846.50;706,778.00
Apr 11, 2020;Apr 12, 2020;1,040,517.75;1,084,907.75;44,390.00;717,782.50
Apr 12, 2020;Apr 13, 2020;989,618.25;1,027,732.50;38,114.25;604,100.25
Apr 13, 2020;Apr 14, 2020;1,044,184.25;1,087,704.00;43,519.75;323,995.75
Apr 14, 2020;Apr 15, 2020;1,250,557.75;1,301,716.25;51,158.50;710,685.00
Apr 15, 2020;Apr 16, 2020;1,286,685.50;1,328,209.25;41,523.75;722,559.00
Apr 16, 2020;Apr 17, 2020;1,282,776.75;1,328,178.00;45,401.25;882,773.25
Apr 17, 2020;Apr 18, 2020;1,239,725.00;1,287,325.00;47,600.00;915,484.75
Apr 18, 2020;Apr 19, 2020;1,091,291.75;1,131,437.50;40,145.75;672,140.75
Apr 19, 2020;Apr 20, 2020;1,050,808.25;1,096,706.00;45,897.75;419,724.25
Apr 20, 2020;Apr 21, 2020;1,290,038.00;1,347,057.75;57,019.75;397,623.50
Apr 21, 2020;Apr 22, 2020;1,335,601.75;1,390,634.50;55,032.75;342,039.50
Apr 22, 2020;Apr 23, 2020;1,313,829.75;1,361,738.50;47,908.75;481,417.25
Apr 23, 2020;Apr 24, 2020;1,280,816.50;1,331,915.25;51,098.75;865,366.25
Apr 24, 2020;Apr 25, 2020;1,259,247.25;1,303,789.00;44,541.75;706,711.50
Apr 25, 2020;Apr 26, 2020;1,107,480.00;1,150,726.25;43,246.25;681,503.00
Apr 26, 2020;Apr 27, 2020;1,025,303.50;1,058,504.50;33,201.00;740,279.50
Apr 27, 2020;Apr 28, 2020;1,242,251.75;1,286,597.75;44,346.00;923,934.00
Apr 28, 2020;Apr 29, 2020;1,280,188.75;1,311,593.25;31,404.50;1,002,177.50
Apr 29, 2020;Apr 30, 2020;1,297,216.25;1,332,851.50;35,635.25;977,176.50
Apr 30, 2020;May 1, 2020;1,287,299.25;1,336,743.25;49,444.00;720,021.25
May 1, 2020;May 2, 2020;1,051,841.25;1,086,947.25;35,106.00;495,665.00
May 2, 2020;May 3, 2020;1,071,928.00;1,119,961.00;48,033.00;577,559.00
May 3, 2020;May 4, 2020;1,018,709.75;1,059,637.75;40,928.00;694,813.25
May 4, 2020;May 5, 2020;1,268,388.25;1,304,359.75;35,971.50;954,201.50
May 5, 2020;May 6, 2020;1,310,750.75;1,344,348.00;33,597.25;869,657.75
May 6, 2020;May 7, 2020;1,307,350.25;1,346,150.00;38,799.75;805,844.50
May 7, 2020;May 8, 2020;1,290,492.00;1,327,148.00;36,656.00;896,285.50
May 8, 2020;May 9, 2020;1,244,586.50;1,291,336.00;46,749.50;923,268.00
May 9, 2020;May 10, 2020;1,073,486.75;1,107,055.75;33,569.00;799,656.50
May 10, 2020;May 11, 2020;1,017,277.50;1,044,974.00;27,696.50;603,479.75
May 11, 2020;May 12, 2020;1,339,857.75;1,378,098.00;38,240.25;615,007.50
May 12, 2020;May 13, 2020;1,335,587.00;1,361,324.50;25,737.50;826,764.00
May 13, 2020;May 14, 2020;1,312,209.00;1,342,584.75;30,375.75;990,433.25
May 14, 2020;May 15, 2020;1,313,033.00;1,346,205.50;33,172.50;928,107.00
May 15, 2020;May 16, 2020;1,304,126.00;1,340,741.50;36,615.50;820,889.25
May 16, 2020;May 17, 2020;1,127,485.00;1,168,598.00;41,113.00;593,086.75
May 17, 2020;May 18, 2020;1,050,327.75;1,088,075.25;37,747.50;477,433.00
May 18, 2020;May 19, 2020;1,283,197.75;1,318,127.50;34,929.75;752,864.75
May 19, 2020;May 20, 2020;1,308,894.25;1,342,155.25;33,261.00;889,094.00
May 20, 2020;May 21, 2020;1,249,689.00;1,290,498.00;40,809.00;1,027,499.75
May 21, 2020;May 22, 2020;1,019,634.75;1,061,077.25;41,442.50;691,201.00
May 22, 2020;May 23, 2020;1,157,968.00;1,198,337.00;40,369.00;686,815.50
May 23, 2020;May 24, 2020;1,109,808.00;1,144,697.25;34,889.25;561,177.25
May 24, 2020;May 25, 2020;1,055,467.75;1,102,319.00;46,851.25;361,356.25
May 25, 2020;May 26, 2020;1,293,773.00;1,329,167.50;35,394.50;731,468.00
May 26, 2020;May 27, 2020;1,279,918.25;1,318,950.50;39,032.25;1,008,035.75
May 27, 2020;May 28, 2020;1,297,089.25;1,335,272.75;38,183.50;912,476.75
May 28, 2020;May 29, 2020;1,295,495.00;1,326,657.50;31,162.50;795,057.25
May 29, 2020;May 30, 2020;1,235,211.00;1,264,725.75;29,514.75;846,802.25
May 30, 2020;May 31, 2020;1,076,573.50;1,111,848.75;35,275.25;602,404.50
May 31, 2020;Jun 1, 2020;997,749.75;1,044,517.50;46,767.75;451,884.25
Jun 1, 2020;Jun 2, 2020;983,914.50;1,016,169.75;32,255.25;434,311.25
Jun 2, 2020;Jun 3, 2020;1,254,432.00;1,286,692.25;32,260.25;868,468.75
Jun 3, 2020;Jun 4, 2020;1,294,840.00;1,333,257.75;38,417.75;894,031.75
Jun 4, 2020;Jun 5, 2020;1,332,352.25;1,366,289.75;33,937.50;1,000,009.75
Jun 5, 2020;Jun 6, 2020;1,309,543.75;1,343,013.25;33,469.50;730,133.00
Jun 6, 2020;Jun 7, 2020;1,145,400.25;1,189,047.75;43,647.50;458,328.00
Jun 7, 2020;Jun 8, 2020;1,037,241.25;1,069,878.00;32,636.75;636,515.00
Jun 8, 2020;Jun 9, 2020;1,257,785.25;1,284,593.50;26,808.25;1,021,705.50
Jun 9, 2020;Jun 10, 2020;1,294,317.00;1,322,012.50;27,695.50;1,078,138.25
Jun 10, 2020;Jun 11, 2020;1,290,564.50;1,316,604.25;26,039.75;1,045,757.75
Jun 11, 2020;Jun 12, 2020;1,138,349.75;1,164,021.50;25,671.75;782,981.50
Jun 12, 2020;Jun 13, 2020;1,191,396.50;1,222,565.25;31,168.75;666,225.75
Jun 13, 2020;Jun 14, 2020;1,101,138.00;1,131,214.25;30,076.25;583,071.00
Jun 14, 2020;Jun 15, 2020;1,045,712.00;1,075,553.75;29,841.75;677,256.50
Jun 15, 2020;Jun 16, 2020;1,264,716.50;1,290,231.00;25,514.50;978,503.00
Jun 16, 2020;Jun 17, 2020;1,299,744.75;1,322,502.50;22,757.75;1,109,453.50
Jun 17, 2020;Jun 18, 2020;1,302,073.25;1,329,821.00;27,747.75;1,032,976.75
Jun 18, 2020;Jun 19, 2020;1,308,768.75;1,331,446.00;22,677.25;991,774.00
Jun 19, 2020;Jun 20, 2020;1,260,401.00;1,284,011.50;23,610.50;969,352.25
Jun 20, 2020;Jun 21, 2020;1,097,124.75;1,122,302.50;25,177.75;676,484.50
Jun 21, 2020;Jun 22, 2020;1,009,711.50;1,039,263.50;29,552.00;666,087.50
Jun 22, 2020;Jun 23, 2020;1,277,070.00;1,302,471.00;25,401.00;905,068.50
Jun 23, 2020;Jun 24, 2020;1,304,889.50;1,333,565.50;28,676.00;944,820.50
Jun 24, 2020;Jun 25, 2020;1,297,312.25;1,321,840.75;24,528.50;893,081.50
Jun 25, 2020;Jun 26, 2020;1,319,384.50;1,341,246.00;21,861.50;842,622.75
Jun 26, 2020;Jun 27, 2020;1,277,439.25;1,304,121.75;26,682.50;845,389.25
Jun 27, 2020;Jun 28, 2020;1,099,305.50;1,120,965.25;21,659.75;705,321.50
Jun 28, 2020;Jun 29, 2020;1,024,257.00;1,053,085.00;28,828.00;551,909.75
Jun 29, 2020;Jun 30, 2020;1,278,860.00;1,311,746.25;32,886.25;754,543.00
Jun 30, 2020;Jul 1, 2020;1,345,221.50;1,377,422.50;32,201.00;593,995.25
Jul 1, 2020;Jul 2, 2020;1,343,671.50;1,373,040.50;29,369.00;816,931.00
Jul 2, 2020;Jul 3, 2020;1,326,293.50;1,355,274.25;28,980.75;969,271.75
Jul 3, 2020;Jul 4, 2020;1,273,487.25;1,304,077.50;30,590.25;830,292.00
Jul 4, 2020;Jul 5, 2020;1,146,707.50;1,188,976.75;42,269.25;335,376.50
Jul 5, 2020;Jul 6, 2020;1,091,491.50;1,130,582.00;39,090.50;273,860.00
Jul 6, 2020;Jul 7, 2020;1,349,637.25;1,386,813.25;37,176.00;470,911.50
Jul 7, 2020;Jul 8, 2020;1,349,049.50;1,382,313.75;33,264.25;816,270.75
Jul 8, 2020;Jul 9, 2020;1,342,095.50;1,371,420.00;29,324.50;1,062,396.00
Jul 9, 2020;Jul 10, 2020;1,342,185.00;1,374,063.75;31,878.75;1,009,851.25
Jul 10, 2020;Jul 11, 2020;1,305,485.00;1,339,075.50;33,590.50;785,104.00
Jul 11, 2020;Jul 12, 2020;1,107,112.25;1,135,823.50;28,711.25;717,459.00
Jul 12, 2020;Jul 13, 2020;1,007,346.75;1,041,806.25;34,459.50;637,819.25
Jul 13, 2020;Jul 14, 2020;1,254,342.25;1,281,384.00;27,041.75;916,705.00
Jul 14, 2020;Jul 15, 2020;1,306,803.00;1,326,739.75;19,936.75;984,148.75
Jul 15, 2020;Jul 16, 2020;1,321,256.25;1,352,404.75;31,148.50;1,138,336.75
Jul 16, 2020;Jul 17, 2020;1,325,128.75;1,351,585.50;26,456.75;1,165,559.75
Jul 17, 2020;Jul 18, 2020;1,268,066.50;1,297,282.50;29,216.00;1,039,894.50
Jul 18, 2020;Jul 19, 2020;1,064,688.00;1,090,897.50;26,209.50;816,234.75
Jul 19, 2020;Jul 20, 2020;985,816.75;1,023,575.75;37,759.00;689,503.50
Jul 20, 2020;Jul 21, 2020;1,258,827.75;1,279,641.50;20,813.75;891,769.25
Jul 21, 2020;Jul 22, 2020;1,291,551.75;1,318,457.25;26,905.50;898,899.75
Jul 22, 2020;Jul 23, 2020;1,299,791.00;1,322,734.50;22,943.50;968,419.25
Jul 23, 2020;Jul 24, 2020;1,283,859.50;1,313,692.00;29,832.50;952,763.75
Jul 24, 2020;Jul 25, 2020;1,274,845.00;1,310,037.75;35,192.75;841,918.25
Jul 25, 2020;Jul 26, 2020;1,069,950.50;1,094,549.75;24,599.25;737,758.50
Jul 26, 2020;Jul 27, 2020;1,011,704.25;1,047,469.25;35,765.00;511,554.50
Jul 27, 2020;Jul 28, 2020;1,246,093.00;1,278,921.50;32,828.50;848,355.00
Jul 28, 2020;Jul 29, 2020;1,335,801.00;1,374,355.50;38,554.50;595,148.50
Jul 29, 2020;Jul 30, 2020;1,314,426.25;1,350,797.50;36,371.25;660,359.25
Jul 30, 2020;Jul 31, 2020;1,291,188.25;1,331,700.50;40,512.25;880,897.25
Jul 31, 2020;Aug 1, 2020;1,256,614.75;1,292,093.00;35,478.25;907,386.75
Aug 1, 2020;Aug 2, 2020;1,102,475.50;1,140,624.50;38,149.00;662,928.75
Aug 2, 2020;Aug 3, 2020;1,011,098.75;1,039,976.25;28,877.50;762,414.25
Aug 3, 2020;Aug 4, 2020;1,237,648.50;1,272,350.25;34,701.75;1,015,573.00
Aug 4, 2020;Aug 5, 2020;1,259,769.50;1,287,533.75;27,764.25;1,020,729.25
Aug 5, 2020;Aug 6, 2020;1,280,412.00;1,320,902.25;40,490.25;804,388.75
Aug 6, 2020;Aug 7, 2020;1,281,061.75;1,319,486.75;38,425.00;900,098.25
Aug 7, 2020;Aug 8, 2020;1,269,427.25;1,309,347.25;39,920.00;942,780.75
Aug 8, 2020;Aug 9, 2020;1,106,484.75;1,137,671.00;31,186.25;806,783.00
Aug 9, 2020;Aug 10, 2020;1,035,652.00;1,067,913.25;32,261.25;691,543.50
Aug 10, 2020;Aug 11, 2020;1,319,526.75;1,355,332.25;35,805.50;919,891.50
Aug 11, 2020;Aug 12, 2020;1,383,279.75;1,421,815.25;38,535.50;869,776.00
Aug 12, 2020;Aug 13, 2020;1,369,522.25;1,406,408.50;36,886.25;848,679.50
Aug 13, 2020;Aug 14, 2020;1,362,389.00;1,397,697.00;35,308.00;1,000,179.50
Aug 14, 2020;Aug 15, 2020;1,311,814.25;1,348,717.00;36,902.75;1,081,880.25
Aug 15, 2020;Aug 16, 2020;1,095,678.00;1,124,779.75;29,101.75;873,196.00
Aug 16, 2020;Aug 17, 2020;1,036,924.00;1,074,133.25;37,209.25;686,183.75
Aug 17, 2020;Aug 18, 2020;1,308,972.50;1,333,988.50;25,016.00;1,041,351.00
Aug 18, 2020;Aug 19, 2020;1,327,555.00;1,365,188.75;37,633.75;1,077,822.75
Aug 19, 2020;Aug 20, 2020;1,321,073.50;1,354,293.50;33,220.00;1,044,803.50
Aug 20, 2020;Aug 21, 2020;1,347,739.25;1,382,911.00;35,171.75;959,045.50
Aug 21, 2020;Aug 22, 2020;1,350,479.25;1,385,334.25;34,855.00;808,893.00
Aug 22, 2020;Aug 23, 2020;1,146,271.75;1,176,861.00;30,589.25;591,727.00
Aug 23, 2020;Aug 24, 2020;1,062,355.00;1,096,920.50;34,565.50;438,721.00
Aug 24, 2020;Aug 25, 2020;1,297,186.25;1,323,749.00;26,562.75;923,764.75
Aug 25, 2020;Aug 26, 2020;1,342,077.25;1,363,720.25;21,643.00;897,595.75
Aug 26, 2020;Aug 27, 2020;1,419,073.25;1,464,163.25;45,090.00;361,681.00
Aug 27, 2020;Aug 28, 2020;1,357,008.75;1,382,086.00;25,077.25;858,905.50
Aug 28, 2020;Aug 29, 2020;1,312,567.00;1,346,024.00;33,457.00;854,523.25
Aug 29, 2020;Aug 30, 2020;1,110,489.50;1,152,513.25;42,023.75;776,045.50
Aug 30, 2020;Aug 31, 2020;1,023,826.75;1,054,790.00;30,963.25;783,901.00
Aug 31, 2020;Sep 1, 2020;1,308,308.75;1,337,799.50;29,490.75;1,064,048.25
Sep 1, 2020;Sep 2, 2020;1,342,556.75;1,371,833.75;29,277.00;1,125,267.25
Sep 2, 2020;Sep 3, 2020;1,348,501.00;1,381,790.75;33,289.75;1,119,710.00
Sep 3, 2020;Sep 4, 2020;1,360,908.25;1,388,889.25;27,981.00;881,923.00
Sep 4, 2020;Sep 5, 2020;1,331,547.50;1,366,800.75;35,253.25;870,830.50
Sep 5, 2020;Sep 6, 2020;1,129,570.50;1,156,866.75;27,296.25;724,029.50
Sep 6, 2020;Sep 7, 2020;1,045,540.00;1,078,216.75;32,676.75;715,186.25
Sep 7, 2020;Sep 8, 2020;1,309,754.00;1,340,461.25;30,707.25;994,531.50
Sep 8, 2020;Sep 9, 2020;1,387,143.25;1,424,796.50;37,653.25;842,956.25
Sep 9, 2020;Sep 10, 2020;1,396,161.50;1,433,074.50;36,913.00;867,994.50
Sep 10, 2020;Sep 11, 2020;1,373,264.25;1,405,152.00;31,887.75;1,057,678.75
Sep 11, 2020;Sep 12, 2020;1,314,974.50;1,348,610.75;33,636.25;1,008,576.50
Sep 12, 2020;Sep 13, 2020;1,155,350.00;1,187,387.25;32,037.25;639,453.00
Sep 13, 2020;Sep 14, 2020;1,057,887.75;1,096,008.75;38,121.00;583,846.75
Sep 14, 2020;Sep 15, 2020;1,320,812.75;1,349,860.00;29,047.25;1,027,334.00
Sep 15, 2020;Sep 16, 2020;1,370,530.75;1,408,206.50;37,675.75;1,105,974.00
Sep 16, 2020;Sep 17, 2020;1,395,852.00;1,427,574.25;31,722.25;1,013,550.25
Sep 17, 2020;Sep 18, 2020;1,380,337.25;1,410,534.75;30,197.50;895,261.75
Sep 18, 2020;Sep 19, 2020;1,323,933.75;1,365,502.25;41,568.50;863,096.50
Sep 19, 2020;Sep 20, 2020;1,125,446.25;1,154,201.00;28,754.75;676,742.75
Sep 20, 2020;Sep 21, 2020;1,034,292.25;1,063,074.75;28,782.50;667,751.00
Sep 21, 2020;Sep 22, 2020;1,310,829.00;1,339,870.50;29,041.50;1,065,243.50
Sep 22, 2020;Sep 23, 2020;1,356,750.00;1,386,895.75;30,145.75;1,144,520.75
Sep 23, 2020;Sep 24, 2020;1,369,732.50;1,402,247.75;32,515.25;1,035,922.50
Sep 24, 2020;Sep 25, 2020;1,385,457.50;1,428,680.25;43,222.75;735,026.75
Sep 25, 2020;Sep 26, 2020;1,349,912.50;1,388,413.00;38,500.50;960,892.50
Sep 26, 2020;Sep 27, 2020;1,187,908.25;1,221,740.00;33,831.75;783,602.00
Sep 27, 2020;Sep 28, 2020;1,089,909.25;1,124,263.25;34,354.00;774,490.25
Sep 28, 2020;Sep 29, 2020;1,350,869.50;1,384,443.25;33,573.75;1,161,856.00
Sep 29, 2020;Sep 30, 2020;1,387,335.00;1,421,604.25;34,269.25;1,224,237.50
Sep 30, 2020;Oct 1, 2020;1,382,360.00;1,411,179.25;28,819.25;1,161,854.25
Oct 1, 2020;Oct 2, 2020;1,410,453.00;1,444,511.25;34,058.25;954,827.00
Oct 2, 2020;Oct 3, 2020;1,398,155.75;1,429,539.00;31,383.25;860,741.00
Oct 3, 2020;Oct 4, 2020;1,170,652.25;1,209,571.25;38,919.00;514,552.75
Oct 4, 2020;Oct 5, 2020;1,122,755.75;1,168,348.50;45,592.75;435,290.75
Oct 5, 2020;Oct 6, 2020;1,412,909.75;1,449,228.75;36,319.00;829,135.50
Oct 6, 2020;Oct 7, 2020;1,481,010.75;1,521,835.25;40,824.50;799,067.75
Oct 7, 2020;Oct 8, 2020;1,459,868.75;1,496,087.25;36,218.50;899,994.00
Oct 8, 2020;Oct 9, 2020;1,495,743.50;1,535,939.75;40,196.25;711,265.25
Oct 9, 2020;Oct 10, 2020;1,408,842.75;1,442,760.75;33,918.00;1,011,095.50
Oct 10, 2020;Oct 11, 2020;1,222,990.75;1,254,698.25;31,707.50;744,824.50
Oct 11, 2020;Oct 12, 2020;1,140,194.75;1,179,040.25;38,845.50;732,296.25
Oct 12, 2020;Oct 13, 2020;1,395,528.50;1,428,172.50;32,644.00;1,211,968.50
Oct 13, 2020;Oct 14, 2020;1,425,287.50;1,457,310.00;32,022.50;1,186,019.50
Oct 14, 2020;Oct 15, 2020;1,505,784.75;1,536,215.25;30,430.50;847,258.25
Oct 15, 2020;Oct 16, 2020;1,499,580.50;1,534,630.00;35,049.50;1,046,965.50
Oct 16, 2020;Oct 17, 2020;1,419,887.25;1,448,826.00;28,938.75;1,213,915.00
Oct 17, 2020;Oct 18, 2020;1,201,054.25;1,219,277.50;18,223.25;1,090,605.00
Oct 18, 2020;Oct 19, 2020;1,164,285.25;1,205,610.25;41,325.00;725,700.75
Oct 19, 2020;Oct 20, 2020;1,411,204.75;1,443,328.00;32,123.25;1,152,365.25
Oct 20, 2020;Oct 21, 2020;1,473,024.00;1,504,708.75;31,684.75;898,158.50
Oct 21, 2020;Oct 22, 2020;1,485,665.50;1,523,351.75;37,686.25;837,026.50
Oct 22, 2020;Oct 23, 2020;1,487,198.25;1,522,423.00;35,224.75;739,440.75
Oct 23, 2020;Oct 24, 2020;1,432,090.25;1,469,516.75;37,426.50;1,072,654.75
Oct 24, 2020;Oct 25, 2020;1,249,046.75;1,277,924.50;28,877.75;632,793.75
Oct 25, 2020;Oct 26, 2020;1,225,577.00;1,266,647.25;41,070.25;520,336.50
Oct 26, 2020;Oct 27, 2020;1,433,818.50;1,471,448.75;37,630.25;1,039,325.00
Oct 27, 2020;Oct 28, 2020;1,497,633.75;1,532,536.25;34,902.50;805,326.50
Oct 28, 2020;Oct 29, 2020;1,510,929.50;1,548,058.75;37,129.25;774,037.50
Oct 29, 2020;Oct 30, 2020;1,516,425.00;1,550,726.50;34,301.50;791,614.00
Oct 30, 2020;Oct 31, 2020;1,458,323.25;1,492,924.50;34,601.25;797,786.00
Oct 31, 2020;Nov 1, 2020;1,188,506.00;1,213,268.00;24,762.00;792,368.75
Nov 1, 2020;Nov 2, 2020;1,177,105.00;1,213,923.50;36,818.50;544,045.50
Nov 2, 2020;Nov 3, 2020;1,477,640.75;1,523,679.25;46,038.50;566,861.75
Nov 3, 2020;Nov 4, 2020;1,479,108.00;1,513,712.00;34,604.00;939,911.00
Nov 4, 2020;Nov 5, 2020;1,499,658.25;1,537,494.25;37,836.00;1,051,045.50
Nov 5, 2020;Nov 6, 2020;1,504,678.00;1,538,079.00;33,401.00;1,075,133.75
Nov 6, 2020;Nov 7, 2020;1,448,371.25;1,477,440.75;29,069.50;1,206,423.75
Nov 7, 2020;Nov 8, 2020;1,230,362.50;1,262,401.00;32,038.50;994,019.25
Nov 8, 2020;Nov 9, 2020;1,142,375.00;1,173,886.00;31,511.00;958,158.75
Nov 9, 2020;Nov 10, 2020;1,427,032.25;1,458,851.50;31,819.25;1,275,435.25
Nov 10, 2020;Nov 11, 2020;1,475,216.50;1,506,730.50;31,514.00;1,360,570.25
Nov 11, 2020;Nov 12, 2020;1,481,888.00;1,511,554.75;29,666.75;1,393,105.25
Nov 12, 2020;Nov 13, 2020;1,496,434.50;1,526,083.75;29,649.25;1,110,584.00
Nov 13, 2020;Nov 14, 2020;1,454,049.25;1,478,726.50;24,677.25;1,084,688.75
Nov 14, 2020;Nov 15, 2020;1,235,201.75;1,248,828.75;13,627.00;834,031.25
Nov 15, 2020;Nov 16, 2020;1,200,297.25;1,238,597.00;38,299.75;404,565.00
Nov 16, 2020;Nov 17, 2020;1,487,480.25;1,516,561.00;29,080.75;757,835.00
Nov 17, 2020;Nov 18, 2020;1,530,110.25;1,560,591.50;30,481.25;896,715.25
Nov 18, 2020;Nov 19, 2020;1,502,988.25;1,530,378.25;27,390.00;892,268.50
Nov 19, 2020;Nov 20, 2020;1,558,706.75;1,589,803.25;31,096.50;749,724.50
Nov 20, 2020;Nov 21, 2020;1,496,675.00;1,528,226.00;31,551.00;1,106,703.00
Nov 21, 2020;Nov 22, 2020;1,338,538.75;1,356,249.50;17,710.75;612,687.75
Nov 22, 2020;Nov 23, 2020;1,258,026.25;1,292,197.25;34,171.00;617,021.75
Nov 23, 2020;Nov 24, 2020;1,524,600.50;1,554,034.25;29,433.75;1,019,172.50
Nov 24, 2020;Nov 25, 2020;1,566,700.25;1,593,644.75;26,944.50;1,137,734.25
Nov 25, 2020;Nov 26, 2020;1,554,912.00;1,587,540.00;32,628.00;1,222,194.50
Nov 26, 2020;Nov 27, 2020;1,551,605.75;1,587,025.00;35,419.25;1,345,862.25
Nov 27, 2020;Nov 28, 2020;1,499,603.50;1,533,908.25;34,304.75;1,407,907.25
Nov 28, 2020;Nov 29, 2020;1,320,888.75;1,340,435.75;19,547.00;1,124,026.50
Nov 29, 2020;Nov 30, 2020;1,243,516.50;1,274,474.75;30,958.25;1,096,776.00
Nov 30, 2020;Dec 1, 2020;1,553,410.50;1,588,315.50;34,905.00;1,225,223.50
Dec 1, 2020;Dec 2, 2020;1,568,630.25;1,597,758.75;29,128.50;1,370,158.25
Dec 2, 2020;Dec 3, 2020;1,568,559.50;1,605,848.00;37,288.50;1,453,136.00
Dec 3, 2020;Dec 4, 2020;1,635,766.50;1,670,921.75;35,155.25;1,150,662.25
Dec 4, 2020;Dec 5, 2020;1,588,547.25;1,621,902.75;33,355.50;991,708.50
Dec 5, 2020;Dec 6, 2020;1,330,057.75;1,360,923.25;30,865.50;1,067,081.75
Dec 6, 2020;Dec 7, 2020;1,255,414.75;1,284,338.50;28,923.75;1,008,145.00
Dec 7, 2020;Dec 8, 2020;1,567,637.25;1,593,503.50;25,866.25;1,189,543.00
Dec 8, 2020;Dec 9, 2020;1,548,760.50;1,579,857.75;31,097.25;1,367,754.00
Dec 9, 2020;Dec 10, 2020;1,575,182.50;1,610,075.75;34,893.25;1,458,056.50
Dec 10, 2020;Dec 11, 2020;1,574,220.50;1,611,603.50;37,383.00;1,488,061.00
Dec 11, 2020;Dec 12, 2020;1,578,548.50;1,610,835.25;32,286.75;1,158,625.25
Dec 12, 2020;Dec 13, 2020;1,342,316.25;1,377,762.00;35,445.75;1,106,854.25
Dec 13, 2020;Dec 14, 2020;1,224,218.00;1,251,589.75;27,371.75;1,051,117.75
Dec 14, 2020;Dec 15, 2020;1,517,663.50;1,551,047.75;33,384.25;961,467.00
Dec 15, 2020;Dec 16, 2020;1,541,482.00;1,574,298.25;32,816.25;1,205,498.50
Dec 16, 2020;Dec 17, 2020;1,506,132.50;1,544,846.00;38,713.50;1,211,436.50
Dec 17, 2020;Dec 18, 2020;1,517,513.50;1,552,513.50;35,000.00;945,865.00
Dec 18, 2020;Dec 19, 2020;1,457,834.75;1,493,605.25;35,770.50;922,446.25
Dec 19, 2020;Dec 20, 2020;1,286,968.00;1,313,269.50;26,301.50;675,934.25
Dec 20, 2020;Dec 21, 2020;1,193,652.25;1,225,770.00;32,117.75;766,686.75
Dec 21, 2020;Dec 22, 2020;1,369,577.25;1,403,420.75;33,843.50;786,766.00
Dec 22, 2020;Dec 23, 2020;1,385,226.50;1,428,669.50;43,443.00;646,297.75
Dec 23, 2020;Dec 24, 2020;1,274,551.75;1,308,569.75;34,018.00;968,434.25
Dec 24, 2020;Dec 25, 2020;1,161,208.25;1,197,056.50;35,848.25;598,138.50
Dec 25, 2020;Dec 26, 2020;1,094,990.50;1,134,979.75;39,989.25;820,354.00
Dec 26, 2020;Dec 27, 2020;1,136,504.25;1,157,402.25;20,898.00;551,676.00
Dec 27, 2020;Dec 28, 2020;1,231,601.25;1,268,810.25;37,209.00;301,172.50
Dec 28, 2020;Dec 29, 2020;1,242,393.25;1,272,459.25;30,066.00;909,018.50
