Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Oct 12, 2021;Oct 13, 2021;1,502,203.50;1,522,389.75;20,186.25;1,043,473.00
Oct 13, 2021;Oct 14, 2021;1,484,320.50;1,501,941.50;17,621.00;1,146,360.50
Oct 14, 2021;Oct 15, 2021;1,512,329.75;1,525,010.50;12,680.75;1,016,189.50
Oct 15, 2021;Oct 16, 2021;1,498,354.75;1,519,480.25;21,125.50;830,781.25
Oct 16, 2021;Oct 17, 2021;1,272,971.50;1,300,716.25;27,744.75;954,010.25
Oct 17, 2021;Oct 18, 2021;1,186,941.75;1,227,550.75;40,609.00;897,580.00
Oct 18, 2021;Oct 19, 2021;1,435,175.50;1,460,901.50;25,726.00;1,098,790.75
Oct 19, 2021;Oct 20, 2021;1,508,493.25;1,533,801.00;25,307.75;941,748.50
Oct 20, 2021;Oct 21, 2021;1,538,874.00;1,575,505.50;36,631.50;552,785.25
Oct 21, 2021;Oct 22, 2021;1,553,469.25;1,594,679.75;41,210.50;545,653.25
Oct 22, 2021;Oct 23, 2021;1,525,793.50;1,570,469.75;44,676.25;565,023.75
Oct 23, 2021;Oct 24, 2021;1,285,881.75;1,314,883.75;29,002.00;803,729.75
Oct 24, 2021;Oct 25, 2021;1,187,661.50;1,238,916.50;51,255.00;663,120.00
Oct 25, 2021;Oct 26, 2021;1,475,044.00;1,498,304.00;23,260.00;1,020,055.25
Oct 26, 2021;Oct 27, 2021;1,517,948.50;1,548,287.25;30,338.75;1,039,341.50
Oct 27, 2021;Oct 28, 2021;1,533,686.75;1,566,643.00;32,956.25;959,074.50
Oct 28, 2021;Oct 29, 2021;1,506,449.25;1,548,067.75;41,618.50;1,022,899.00
Oct 29, 2021;Oct 30, 2021;1,482,034.00;1,521,546.00;39,512.00;884,563.75
Oct 30, 2021;Oct 31, 2021;1,280,079.75;1,313,095.50;33,015.75;707,713.75
Oct 31, 2021;Nov 1, 2021;1,222,969.50;1,262,942.75;39,973.25;588,224.50
Nov 1, 2021;Nov 2, 2021;1,300,461.75;1,336,161.25;35,699.50;744,849.25
Nov 2, 2021;Nov 3, 2021;1,446,515.25;1,474,310.50;27,795.25;1,227,630.75
Nov 3, 2021;Nov 4, 2021;1,477,589.50;1,507,489.25;29,899.75;1,341,726.25
Nov 4, 2021;Nov 5, 2021;1,553,310.75;1,590,023.25;36,712.50;1,179,389.25
Nov 5, 2021;Nov 6, 2021;1,537,701.75;1,564,465.75;26,764.00;1,077,594.25
Nov 6, 2021;Nov 7, 2021;1,334,094.25;1,360,565.25;26,471.00;655,360.00
Nov 7, 2021;Nov 8, 2021;1,278,660.00;1,338,607.75;59,947.75;420,753.75
Nov 8, 2021;Nov 9, 2021;1,498,251.75;1,512,523.25;14,271.50;1,136,734.50
Nov 9, 2021;Nov 10, 2021;1,548,415.75;1,584,824.00;36,408.25;1,125,649.50
Nov 10, 2021;Nov 11, 2021;1,563,069.00;1,593,102.50;30,033.50;1,316,213.25
Nov 11, 2021;Nov 12, 2021;1,498,967.75;1,521,887.50;22,919.75;1,352,990.25
Nov 12, 2021;Nov 13, 2021;1,481,288.75;1,506,885.75;25,597.00;1,191,360.25
Nov 13, 2021;Nov 14, 2021;1,318,175.50;1,344,749.25;26,573.75;1,114,977.75
Nov 14, 2021;Nov 15, 2021;1,174,131.00;1,200,038.25;25,907.25;998,430.75
Nov 15, 2021;Nov 16, 2021;1,460,057.25;1,496,245.25;36,188.00;1,293,656.00
Nov 16, 2021;Nov 17, 2021;1,485,362.25;1,519,062.25;33,700.00;1,438,162.50
Nov 17, 2021;Nov 18, 2021;1,519,894.50;1,555,063.50;35,169.00;1,115,694.00
Nov 18, 2021;Nov 19, 2021;1,544,599.25;1,586,666.00;42,066.75;816,241.00
Nov 19, 2021;Nov 20, 2021;1,506,138.50;1,542,065.25;35,926.75;784,498.25
Nov 20, 2021;Nov 21, 2021;1,343,923.00;1,388,041.00;44,118.00;809,785.50
Nov 21, 2021;Nov 22, 2021;1,272,338.00;1,311,470.00;39,132.00;899,201.00
Nov 22, 2021;Nov 23, 2021;1,541,025.00;1,575,737.25;34,712.25;1,205,233.50
Nov 23, 2021;Nov 24, 2021;1,561,897.50;1,596,566.75;34,669.25;1,200,317.50
Nov 24, 2021;Nov 25, 2021;1,546,374.50;1,581,028.25;34,653.75;1,305,588.25
Nov 25, 2021;Nov 26, 2021;1,600,413.25;1,634,815.50;34,402.25;1,283,354.50
Nov 26, 2021;Nov 27, 2021;1,576,959.75;1,616,897.75;39,938.00;1,128,552.25
Nov 27, 2021;Nov 28, 2021;1,372,303.25;1,398,999.75;26,696.50;1,079,759.25
Nov 28, 2021;Nov 29, 2021;1,288,240.00;1,323,026.50;34,786.50;1,111,429.00
Nov 29, 2021;Nov 30, 2021;1,582,708.25;1,614,499.25;31,791.00;1,314,089.00
Nov 30, 2021;Dec 1, 2021;1,681,885.50;1,723,689.75;41,804.25;789,458.00
Dec 1, 2021;Dec 2, 2021;1,661,110.00;1,704,631.50;43,521.50;663,128.75
Dec 2, 2021;Dec 3, 2021;1,662,743.25;1,686,383.25;23,640.00;1,131,890.25
Dec 3, 2021;Dec 4, 2021;1,667,032.75;1,714,014.75;46,982.00;868,731.50
Dec 4, 2021;Dec 5, 2021;1,403,698.25;1,428,208.75;24,510.50;1,099,657.25
Dec 5, 2021;Dec 6, 2021;1,316,978.50;1,358,408.25;41,429.75;977,326.50
Dec 6, 2021;Dec 7, 2021;1,587,352.50;1,618,745.25;31,392.75;1,279,076.50
Dec 7, 2021;Dec 8, 2021;1,641,602.50;1,675,863.50;34,261.00;1,121,131.75
Dec 8, 2021;Dec 9, 2021;1,656,862.75;1,689,878.50;33,015.75;1,073,102.75
Dec 9, 2021;Dec 10, 2021;1,603,687.00;1,633,871.75;30,184.75;1,366,456.75
Dec 10, 2021;Dec 11, 2021;1,572,195.50;1,600,661.25;28,465.75;1,367,386.50
Dec 11, 2021;Dec 12, 2021;1,381,204.00;1,405,886.75;24,682.75;1,182,113.25
Dec 12, 2021;Dec 13, 2021;1,320,860.50;1,370,161.00;49,300.50;847,380.75
Dec 13, 2021;Dec 14, 2021;1,538,602.00;1,567,001.00;28,399.00;1,224,260.00
Dec 14, 2021;Dec 15, 2021;1,570,856.25;1,607,902.25;37,046.00;1,308,095.50
Dec 15, 2021;Dec 16, 2021;1,581,542.50;1,618,451.00;36,908.50;1,167,044.75
Dec 16, 2021;Dec 17, 2021;1,559,576.00;1,595,733.75;36,157.75;1,327,814.00
Dec 17, 2021;Dec 18, 2021;1,511,702.50;1,535,317.25;23,614.75;1,321,924.25
Dec 18, 2021;Dec 19, 2021;1,371,053.00;1,389,929.25;18,876.25;1,033,712.25
Dec 19, 2021;Dec 20, 2021;1,308,255.25;1,360,387.75;52,132.50;680,556.50
Dec 20, 2021;Dec 21, 2021;1,486,787.00;1,506,378.25;19,591.25;1,263,813.25
Dec 21, 2021;Dec 22, 2021;1,487,330.75;1,516,587.25;29,256.50;1,375,770.25
Dec 22, 2021;Dec 23, 2021;1,500,262.25;1,532,579.00;32,316.75;1,282,962.25
Dec 23, 2021;Dec 24, 2021;1,452,725.25;1,483,149.00;30,423.75;1,020,526.75
Dec 24, 2021;Dec 25, 2021;1,252,716.25;1,298,444.25;45,728.00;725,947.25
Dec 25, 2021;Dec 26, 2021;1,159,432.75;1,179,961.25;20,528.50;934,262.75
Dec 26, 2021;Dec 27, 2021;1,189,716.50;1,224,363.50;34,647.00;823,457.00
Dec 27, 2021;Dec 28, 2021;1,344,781.25;1,381,411.00;36,629.75;904,541.75
Dec 28, 2021;Dec 29, 2021;1,344,461.75;1,387,058.00;42,596.25;789,170.50
Dec 29, 2021;Dec 30, 2021;1,263,554.75;1,294,876.00;31,321.25;900,903.50
Dec 30, 2021;Dec 31, 2021;1,295,043.00;1,335,561.00;40,518.00;472,912.25
Dec 31, 2021;Jan 1, 2022;1,210,025.50;1,257,819.25;47,793.75;355,441.75
Jan 1, 2022;Jan 2, 2022;1,074,012.50;1,106,804.75;32,792.25;511,670.25
Jan 2, 2022;Jan 3, 2022;1,177,688.50;1,226,491.00;48,802.50;364,461.25
Jan 3, 2022;Jan 4, 2022;1,441,202.25;1,474,871.75;33,669.50;524,267.75
Jan 4, 2022;Jan 5, 2022;1,479,554.00;1,507,220.50;27,666.50;992,484.00
Jan 5, 2022;Jan 6, 2022;1,559,725.75;1,607,786.00;48,060.25;672,311.00
Jan 6, 2022;Jan 7, 2022;1,469,495.00;1,498,888.25;29,393.25;1,036,005.50
Jan 7, 2022;Jan 8, 2022;1,540,514.75;1,579,228.50;38,713.75;866,939.75
Jan 8, 2022;Jan 9, 2022;1,386,223.75;1,414,036.00;27,812.25;777,728.75
Jan 9, 2022;Jan 10, 2022;1,312,889.00;1,356,929.75;44,040.75;733,684.50
Jan 10, 2022;Jan 11, 2022;1,537,102.00;1,560,470.25;23,368.25;1,430,526.00
Jan 11, 2022;Jan 12, 2022;1,579,363.00;1,617,112.00;37,749.00;1,367,332.50
Jan 12, 2022;Jan 13, 2022;1,590,139.25;1,620,862.75;30,723.50;1,357,111.75
Jan 13, 2022;Jan 14, 2022;1,638,476.25;1,672,976.00;34,499.75;1,055,691.00
Jan 14, 2022;Jan 15, 2022;1,603,893.50;1,638,045.00;34,151.50;1,098,844.50
Jan 15, 2022;Jan 16, 2022;1,354,721.00;1,368,643.25;13,922.25;1,230,712.00
Jan 16, 2022;Jan 17, 2022;1,343,923.50;1,371,016.25;27,092.75;799,218.25
Jan 17, 2022;Jan 18, 2022;1,622,114.00;1,664,184.25;42,070.25;838,984.50
Jan 18, 2022;Jan 19, 2022;1,577,778.50;1,599,970.25;22,191.75;1,317,915.75
Jan 19, 2022;Jan 20, 2022;1,646,985.75;1,683,077.75;36,092.00;957,170.75
Jan 20, 2022;Jan 21, 2022;1,671,383.75;1,710,694.25;39,310.50;783,044.25
Jan 21, 2022;Jan 22, 2022;1,645,225.25;1,680,346.25;35,121.00;963,958.50
Jan 22, 2022;Jan 23, 2022;1,379,611.75;1,414,746.00;35,134.25;985,011.00
Jan 23, 2022;Jan 24, 2022;1,268,846.75;1,300,254.50;31,407.75;1,088,926.25
Jan 24, 2022;Jan 25, 2022;1,546,946.25;1,569,727.50;22,781.25;1,376,427.50
Jan 25, 2022;Jan 26, 2022;1,596,700.25;1,626,132.75;29,432.50;1,433,217.75
Jan 26, 2022;Jan 27, 2022;1,641,429.50;1,668,058.00;26,628.50;1,148,772.50
Jan 27, 2022;Jan 28, 2022;1,659,757.00;1,695,862.00;36,105.00;759,918.00
Jan 28, 2022;Jan 29, 2022;1,614,712.00;1,651,134.00;36,422.00;879,845.00
Jan 29, 2022;Jan 30, 2022;1,416,971.50;1,454,556.00;37,584.50;419,188.50
Jan 30, 2022;Jan 31, 2022;1,289,423.25;1,339,110.00;49,686.75;407,192.00
Jan 31, 2022;Feb 1, 2022;1,620,269.50;1,643,543.50;23,274.00;1,083,394.00
Feb 1, 2022;Feb 2, 2022;1,665,434.50;1,702,429.75;36,995.25;772,684.50
Feb 2, 2022;Feb 3, 2022;1,611,490.75;1,658,948.50;47,457.75;763,988.50
Feb 3, 2022;Feb 4, 2022;1,592,823.25;1,610,798.50;17,975.25;1,099,718.50
Feb 4, 2022;Feb 5, 2022;1,577,870.50;1,603,538.25;25,667.75;759,165.00
Feb 5, 2022;Feb 6, 2022;1,397,807.25;1,432,594.00;34,786.75;375,658.25
Feb 6, 2022;Feb 7, 2022;1,347,530.50;1,393,221.25;45,690.75;322,207.25
Feb 7, 2022;Feb 8, 2022;1,589,655.25;1,628,658.75;39,003.50;638,940.50
Feb 8, 2022;Feb 9, 2022;1,624,507.50;1,661,322.00;36,814.50;741,696.25
Feb 9, 2022;Feb 10, 2022;1,587,766.25;1,621,969.75;34,203.50;892,308.00
Feb 10, 2022;Feb 11, 2022;1,568,335.75;1,585,127.75;16,792.00;1,089,325.00
Feb 11, 2022;Feb 12, 2022;1,582,739.50;1,615,354.00;32,614.50;1,028,981.00
Feb 12, 2022;Feb 13, 2022;1,376,161.25;1,403,554.75;27,393.50;785,798.75
Feb 13, 2022;Feb 14, 2022;1,298,462.50;1,344,379.50;45,917.00;420,608.75
Feb 14, 2022;Feb 15, 2022;1,569,445.25;1,607,767.50;38,322.25;666,488.75
Feb 15, 2022;Feb 16, 2022;1,599,276.00;1,630,063.25;30,787.25;876,592.00
Feb 16, 2022;Feb 17, 2022;1,608,406.00;1,640,709.25;32,303.25;561,562.25
Feb 17, 2022;Feb 18, 2022;1,590,315.75;1,629,801.00;39,485.25;470,081.50
Feb 18, 2022;Feb 19, 2022;1,538,527.00;1,562,177.00;23,650.00;649,403.00
Feb 19, 2022;Feb 20, 2022;1,362,436.00;1,419,907.50;57,471.50;345,968.50
Feb 20, 2022;Feb 21, 2022;1,287,545.50;1,324,620.75;37,075.25;311,984.50
Feb 21, 2022;Feb 22, 2022;1,576,538.25;1,611,621.25;35,083.00;476,443.00
Feb 22, 2022;Feb 23, 2022;1,593,619.00;1,631,943.25;38,324.25;656,781.25
Feb 23, 2022;Feb 24, 2022;1,555,581.50;1,598,014.50;42,433.00;727,191.00
Feb 24, 2022;Feb 25, 2022;1,597,385.25;1,632,051.25;34,666.00;705,694.00
Feb 25, 2022;Feb 26, 2022;1,581,934.00;1,629,286.75;47,352.75;644,028.25
Feb 26, 2022;Feb 27, 2022;1,303,739.50;1,326,156.25;22,416.75;993,394.25
Feb 27, 2022;Feb 28, 2022;1,242,169.25;1,295,499.25;53,330.00;706,659.25
Feb 28, 2022;Mar 1, 2022;1,490,396.00;1,526,431.75;36,035.75;952,285.25
Mar 1, 2022;Mar 2, 2022;1,541,387.00;1,571,208.25;29,821.25;1,148,770.50
Mar 2, 2022;Mar 3, 2022;1,522,604.00;1,548,421.50;25,817.50;1,312,807.75
Mar 3, 2022;Mar 4, 2022;1,519,517.25;1,541,131.50;21,614.25;1,190,076.25
Mar 4, 2022;Mar 5, 2022;1,512,865.50;1,538,965.75;26,100.25;1,167,257.00
Mar 5, 2022;Mar 6, 2022;1,321,141.75;1,350,086.75;28,945.00;982,669.50
Mar 6, 2022;Mar 7, 2022;1,239,509.50;1,278,958.50;39,449.00;995,466.00
Mar 7, 2022;Mar 8, 2022;1,495,492.50;1,520,859.50;25,367.00;1,162,553.75
Mar 8, 2022;Mar 9, 2022;1,513,157.25;1,550,043.25;36,886.00;1,047,305.25
Mar 9, 2022;Mar 10, 2022;1,495,359.50;1,528,785.75;33,426.25;1,085,571.25
Mar 10, 2022;Mar 11, 2022;1,503,501.00;1,533,340.00;29,839.00;843,097.25
Mar 11, 2022;Mar 12, 2022;1,517,967.50;1,576,693.75;58,726.25;541,351.50
Mar 12, 2022;Mar 13, 2022;1,299,691.50;1,337,916.75;38,225.25;574,554.25
Mar 13, 2022;Mar 14, 2022;1,206,995.50;1,257,687.50;50,692.00;535,884.50
Mar 14, 2022;Mar 15, 2022;1,470,851.50;1,490,113.00;19,261.50;1,058,810.25
Mar 15, 2022;Mar 16, 2022;1,488,482.50;1,504,001.75;15,519.25;1,332,189.75
Mar 16, 2022;Mar 17, 2022;1,489,536.50;1,516,145.25;26,608.75;1,041,320.25
Mar 17, 2022;Mar 18, 2022;1,518,071.25;1,553,758.50;35,687.25;1,013,878.50
Mar 18, 2022;Mar 19, 2022;1,459,353.50;1,482,963.25;23,609.75;1,008,725.25
Mar 19, 2022;Mar 20, 2022;1,295,537.25;1,340,028.50;44,491.25;528,589.25
Mar 20, 2022;Mar 21, 2022;1,223,565.50;1,279,461.75;55,896.25;358,784.25
Mar 21, 2022;Mar 22, 2022;1,442,809.25;1,474,301.75;31,492.50;944,831.50
Mar 22, 2022;Mar 23, 2022;1,442,532.25;1,475,407.75;32,875.50;1,108,260.25
Mar 23, 2022;Mar 24, 2022;1,432,650.00;1,461,076.00;28,426.00;1,138,040.50
Mar 24, 2022;Mar 25, 2022;1,425,095.25;1,447,496.50;22,401.25;1,144,046.50
Mar 25, 2022;Mar 26, 2022;1,407,213.75;1,436,553.00;29,339.25;1,057,557.75
Mar 26, 2022;Mar 27, 2022;1,231,079.25;1,272,933.00;41,853.75;742,672.50
Mar 27, 2022;Mar 28, 2022;1,086,136.25;1,125,312.75;39,176.50;767,987.50
Mar 28, 2022;Mar 29, 2022;1,413,778.00;1,452,359.75;38,581.75;1,019,854.25
Mar 29, 2022;Mar 30, 2022;1,444,435.75;1,467,934.25;23,498.50;1,120,658.25
Mar 30, 2022;Mar 31, 2022;1,451,914.75;1,464,174.50;12,259.75;1,251,459.50
Mar 31, 2022;Apr 1, 2022;1,511,027.25;1,543,322.75;32,295.50;938,098.25
Apr 1, 2022;Apr 2, 2022;1,571,914.00;1,611,982.25;40,068.25;826,082.25
Apr 2, 2022;Apr 3, 2022;1,341,881.25;1,379,463.00;37,581.75;801,106.75
Apr 3, 2022;Apr 4, 2022;1,216,365.25;1,248,449.50;32,084.25;785,158.50
Apr 4, 2022;Apr 5, 2022;1,531,331.00;1,588,552.00;57,221.00;482,591.50
Apr 5, 2022;Apr 6, 2022;1,537,118.25;1,554,949.75;17,831.50;853,719.25
Apr 6, 2022;Apr 7, 2022;1,519,852.75;1,560,509.50;40,656.75;556,978.75
Apr 7, 2022;Apr 8, 2022;1,542,987.25;1,584,466.00;41,478.75;404,330.50
Apr 8, 2022;Apr 9, 2022;1,493,749.00;1,522,915.25;29,166.25;724,745.50
Apr 9, 2022;Apr 10, 2022;1,309,263.75;1,356,816.25;47,552.50;460,753.75
Apr 10, 2022;Apr 11, 2022;1,211,678.25;1,265,147.25;53,469.00;509,859.00
Apr 11, 2022;Apr 12, 2022;1,406,944.25;1,434,903.75;27,959.50;969,525.25
Apr 12, 2022;Apr 13, 2022;1,419,593.75;1,465,321.50;45,727.75;722,760.75
Apr 13, 2022;Apr 14, 2022;1,390,728.25;1,421,187.25;30,459.00;944,182.00
Apr 14, 2022;Apr 15, 2022;1,356,562.00;1,388,791.50;32,229.50;982,614.75
Apr 15, 2022;Apr 16, 2022;1,124,862.50;1,141,416.25;16,553.75;763,252.75
Apr 16, 2022;Apr 17, 2022;1,126,544.25;1,174,152.25;47,608.00;608,650.50
Apr 17, 2022;Apr 18, 2022;1,035,637.75;1,084,201.00;48,563.25;545,607.25
Apr 18, 2022;Apr 19, 2022;1,042,537.75;1,088,605.50;46,067.75;583,625.25
Apr 19, 2022;Apr 20, 2022;1,327,103.75;1,352,319.75;25,216.00;827,887.75
Apr 20, 2022;Apr 21, 2022;1,384,774.00;1,406,205.75;21,431.75;898,898.00
Apr 21, 2022;Apr 22, 2022;1,405,646.00;1,426,911.50;21,265.50;951,832.00
Apr 22, 2022;Apr 23, 2022;1,396,796.25;1,435,072.50;38,276.25;673,479.25
Apr 23, 2022;Apr 24, 2022;1,209,591.75;1,255,531.50;45,939.75;439,749.50
Apr 24, 2022;Apr 25, 2022;1,156,003.00;1,204,287.75;48,284.75;487,930.50
Apr 25, 2022;Apr 26, 2022;1,378,295.75;1,394,156.25;15,860.50;1,046,853.50
Apr 26, 2022;Apr 27, 2022;1,409,882.00;1,426,857.50;16,975.50;1,144,741.75
Apr 27, 2022;Apr 28, 2022;1,386,376.25;1,401,932.25;15,556.00;1,082,435.00
Apr 28, 2022;Apr 29, 2022;1,378,339.75;1,397,229.25;18,889.50;979,203.25
Apr 29, 2022;Apr 30, 2022;1,352,432.75;1,364,291.75;11,859.00;1,000,037.25
Apr 30, 2022;May 1, 2022;1,167,084.75;1,188,072.25;20,987.50;867,196.75
May 1, 2022;May 2, 2022;1,051,148.50;1,085,655.75;34,507.25;809,638.00
May 2, 2022;May 3, 2022;1,330,493.25;1,348,310.50;17,817.25;996,027.75
May 3, 2022;May 4, 2022;1,380,141.25;1,391,567.75;11,426.50;1,003,445.25
May 4, 2022;May 5, 2022;1,372,443.75;1,380,967.00;8,523.25;1,099,761.25
May 5, 2022;May 6, 2022;1,383,523.25;1,400,077.50;16,554.25;1,112,695.50
May 6, 2022;May 7, 2022;1,357,491.50;1,367,241.50;9,750.00;1,079,143.50
May 7, 2022;May 8, 2022;1,172,521.75;1,189,764.75;17,243.00;839,042.25
May 8, 2022;May 9, 2022;1,070,459.00;1,104,887.50;34,428.50;670,866.25
May 9, 2022;May 10, 2022;1,350,181.25;1,362,746.25;12,565.00;942,267.75
May 10, 2022;May 11, 2022;1,425,098.25;1,452,698.75;27,600.50;838,134.50
May 11, 2022;May 12, 2022;1,410,687.25;1,452,993.00;42,305.75;704,354.75
May 12, 2022;May 13, 2022;1,402,651.00;1,446,193.75;43,542.75;702,130.50
May 13, 2022;May 14, 2022;1,390,079.00;1,430,820.50;40,741.50;752,037.25
May 14, 2022;May 15, 2022;1,169,551.00;1,219,482.50;49,931.50;595,083.25
May 15, 2022;May 16, 2022;1,065,615.50;1,118,003.50;52,388.00;636,422.00
May 16, 2022;May 17, 2022;1,373,221.75;1,394,329.50;21,107.75;855,685.00
May 17, 2022;May 18, 2022;1,400,260.00;1,416,509.50;16,249.50;1,048,237.50
May 18, 2022;May 19, 2022;1,410,267.25;1,447,948.50;37,681.25;902,306.50
May 19, 2022;May 20, 2022;1,407,791.75;1,432,949.25;25,157.50;904,126.00
May 20, 2022;May 21, 2022;1,384,140.75;1,402,623.75;18,483.00;895,149.00
May 21, 2022;May 22, 2022;1,198,887.25;1,265,533.00;66,645.75;390,278.25
May 22, 2022;May 23, 2022;1,046,864.00;1,092,736.75;45,872.75;679,946.25
May 23, 2022;May 24, 2022;1,358,949.50;1,371,998.25;13,048.75;693,938.75
May 24, 2022;May 25, 2022;1,387,329.50;1,433,939.75;46,610.25;798,295.25
May 25, 2022;May 26, 2022;1,332,005.75;1,369,790.00;37,784.25;762,638.50
May 26, 2022;May 27, 2022;1,128,639.50;1,188,992.75;60,353.25;336,173.50
May 27, 2022;May 28, 2022;1,240,401.00;1,299,608.75;59,207.75;334,084.25
May 28, 2022;May 29, 2022;1,151,169.50;1,212,001.25;60,831.75;317,177.75
May 29, 2022;May 30, 2022;1,059,342.75;1,088,539.00;29,196.25;593,201.00
May 30, 2022;May 31, 2022;1,322,482.75;1,336,189.25;13,706.50;1,033,339.00
May 31, 2022;Jun 1, 2022;1,346,494.00;1,364,846.75;18,352.75;1,036,470.00
Jun 1, 2022;Jun 2, 2022;1,325,389.00;1,351,052.50;25,663.50;938,310.25
Jun 2, 2022;Jun 3, 2022;1,339,249.00;1,368,994.50;29,745.50;847,912.75
Jun 3, 2022;Jun 4, 2022;1,315,089.25;1,343,786.25;28,697.00;891,981.75
Jun 4, 2022;Jun 5, 2022;1,101,200.75;1,132,712.75;31,512.00;699,886.75
Jun 5, 2022;Jun 6, 2022;1,009,905.75;1,043,203.00;33,297.25;495,250.25
Jun 6, 2022;Jun 7, 2022;1,052,948.50;1,120,348.75;67,400.25;357,577.75
Jun 7, 2022;Jun 8, 2022;1,305,421.00;1,328,025.50;22,604.50;749,841.75
Jun 8, 2022;Jun 9, 2022;1,330,687.00;1,339,782.50;9,095.50;984,731.50
Jun 9, 2022;Jun 10, 2022;1,344,319.50;1,359,838.00;15,518.50;943,176.75
Jun 10, 2022;Jun 11, 2022;1,310,122.25;1,343,228.75;33,106.50;859,971.00
Jun 11, 2022;Jun 12, 2022;1,133,254.25;1,179,680.75;46,426.50;666,921.75
Jun 12, 2022;Jun 13, 2022;1,054,088.25;1,108,905.50;54,817.25;559,318.25
Jun 13, 2022;Jun 14, 2022;1,320,080.75;1,362,391.00;42,310.25;725,882.25
Jun 14, 2022;Jun 15, 2022;1,327,472.00;1,351,138.25;23,666.25;881,550.25
Jun 15, 2022;Jun 16, 2022;1,306,621.25;1,326,495.25;19,874.00;902,806.75
Jun 16, 2022;Jun 17, 2022;1,164,985.50;1,208,024.00;43,038.50;714,965.75
Jun 17, 2022;Jun 18, 2022;1,234,317.75;1,263,558.25;29,240.50;784,285.00
Jun 18, 2022;Jun 19, 2022;1,143,566.00;1,194,682.75;51,116.75;570,552.50
Jun 19, 2022;Jun 20, 2022;1,080,004.75;1,141,469.00;61,464.25;535,275.50
Jun 20, 2022;Jun 21, 2022;1,312,131.50;1,331,470.25;19,338.75;893,493.75
Jun 21, 2022;Jun 22, 2022;1,341,962.75;1,387,090.25;45,127.50;887,056.00
Jun 22, 2022;Jun 23, 2022;1,331,989.25;1,356,686.00;24,696.75;1,024,587.75
Jun 23, 2022;Jun 24, 2022;1,333,089.75;1,373,307.25;40,217.50;878,926.25
Jun 24, 2022;Jun 25, 2022;1,344,444.75;1,378,458.75;34,014.00;833,298.00
Jun 25, 2022;Jun 26, 2022;1,125,249.75;1,172,410.50;47,160.75;765,498.50
Jun 26, 2022;Jun 27, 2022;1,044,877.00;1,097,661.25;52,784.25;676,882.50
Jun 27, 2022;Jun 28, 2022;1,318,756.00;1,343,248.50;24,492.50;945,768.75
Jun 28, 2022;Jun 29, 2022;1,320,117.75;1,361,755.50;41,637.75;948,734.00
Jun 29, 2022;Jun 30, 2022;1,334,112.75;1,371,223.75;37,111.00;935,409.25
Jun 30, 2022;Jul 1, 2022;1,354,991.25;1,386,249.50;31,258.25;906,983.00
Jul 1, 2022;Jul 2, 2022;1,320,585.25;1,353,037.75;32,452.50;903,173.00
Jul 2, 2022;Jul 3, 2022;1,123,257.50;1,180,223.50;56,966.00;622,266.75
Jul 3, 2022;Jul 4, 2022;1,057,153.50;1,115,990.00;58,836.50;560,549.75
Jul 4, 2022;Jul 5, 2022;1,306,229.00;1,344,310.00;38,081.00;805,345.50
Jul 5, 2022;Jul 6, 2022;1,340,531.50;1,376,527.50;35,996.00;834,386.75
Jul 6, 2022;Jul 7, 2022;1,333,716.25;1,370,235.25;36,519.00;801,790.25
Jul 7, 2022;Jul 8, 2022;1,381,150.75;1,417,199.50;36,048.75;737,008.75
Jul 8, 2022;Jul 9, 2022;1,322,874.50;1,365,517.50;42,643.00;754,387.75
Jul 9, 2022;Jul 10, 2022;1,137,032.25;1,184,609.50;47,577.25;554,917.75
Jul 10, 2022;Jul 11, 2022;1,071,839.00;1,135,850.50;64,011.50;455,163.50
Jul 11, 2022;Jul 12, 2022;1,275,114.75;1,293,881.25;18,766.50;943,543.00
Jul 12, 2022;Jul 13, 2022;1,294,884.25;1,332,827.00;37,942.75;884,741.00
Jul 13, 2022;Jul 14, 2022;1,349,019.25;1,389,699.75;40,680.50;836,746.75
Jul 14, 2022;Jul 15, 2022;1,341,939.50;1,374,414.25;32,474.75;810,997.00
Jul 15, 2022;Jul 16, 2022;1,306,527.50;1,350,661.25;44,133.75;762,724.75
Jul 16, 2022;Jul 17, 2022;1,127,137.50;1,193,360.75;66,223.25;462,629.50
Jul 17, 2022;Jul 18, 2022;1,023,108.00;1,078,000.25;54,892.25;587,543.00
Jul 18, 2022;Jul 19, 2022;1,261,341.50;1,295,512.75;34,171.25;877,434.00
Jul 19, 2022;Jul 20, 2022;1,315,448.25;1,352,176.00;36,727.75;870,125.00
Jul 20, 2022;Jul 21, 2022;1,373,677.00;1,424,100.50;50,423.50;741,201.50
Jul 21, 2022;Jul 22, 2022;1,339,280.75;1,388,473.00;49,192.25;902,773.25
Jul 22, 2022;Jul 23, 2022;1,278,973.50;1,324,422.50;45,449.00;874,962.50
Jul 23, 2022;Jul 24, 2022;1,097,379.75;1,135,516.25;38,136.50;736,383.00
Jul 24, 2022;Jul 25, 2022;1,029,612.00;1,093,128.25;63,516.25;573,037.00
Jul 25, 2022;Jul 26, 2022;1,329,512.25;1,388,005.25;58,493.00;661,787.50
Jul 26, 2022;Jul 27, 2022;1,306,999.50;1,339,993.50;32,994.00;738,273.25
